id,name,lat,lon,cuisine,avg_rating,prep_capacity,manager_contact
375,Spice Bites,12.967703,77.582831,Continental,3.9,10,+91-790505645
376,Namma Bistro,12.956849,77.603684,South Indian,4.2,200,+91-815830187
377,Daily Cafe,12.977925,77.592327,Bakery & Desserts,4.5,20,+91-874040812
378,Urban Corner,12.980107,77.607723,Healthy Bowls,3.7,0,+91-987576121
379,Madras Hub,12.972321,77.595232,Italian,3.5,8,+91-881954780
380,Green Hub,12.969154,77.590301,Bakery & Desserts,3.7,20,+91-844061458
381,Daily Plate,12.987232,77.597085,Bakery & Desserts,4.6,15,+91-923459168
382,Royal Bistro,12.962463,77.591418,Continental,4.2,4,
383,Wok Treats,12.958515,77.583251,Bakery & Desserts,3.4,8,+91-892405066
384,Fresh Kitchen,12.976598,77.587767,Chinese,3.7,6,+91-914510970
385,Hot Bites,12.980687,77.594938,Healthy Bowls,2.9,6,
386,Cloud Junction,12.96443,77.591382,Bakery & Desserts,3.9,15,+91-785042992
387,Garden Corner,12.98488,77.589739,Italian,3.2,10,+91-984978145
388,Urban Bistro,12.957916,77.588016,Continental,4.6,20,+91-885587210
389,Royal Bistro,12.971076,77.586385,Beverages,4.7,0,
390,Curry Hub,12.957762,77.598877,Italian,3.7,200,+91-963543563
391,Urban Diner,12.977158,77.604874,Chinese,3.5,12,+91-976974557
392,Curry Eats,12.979188,77.586116,Fast Food,3.2,6,+91-920534423
393,Fresh Kitchen,12.977226,77.59983,Continental,4.6,8,+91-746874043
394,Wok Diner,12.971306,77.610101,Fast Food,4.4,6,+91-714370484
395,Cloud Bistro,12.971679,77.591199,Chinese,3.1,12,
396,Royal Bowl,12.962344,77.597192,Healthy Bowls,3.2,8,+91-834684475
397,Hot Bistro,12.971561,77.585337,Biryani,3.6,10,+91-923404289
398,Namma Junction,12.978666,77.604331,Bakery & Desserts,4.5,15,+91-828048483
399,Namma Diner,12.987458,77.60578,Biryani,3.4,12,
400,Green Cafe,12.960827,77.585495,South Indian,3.5,8,+91-812662253
401,Cloud Treats,12.968776,77.589835,Italian,4.2,12,+91-778510704
402,Wok House,12.9712,77.602169,Bakery & Desserts,3.8,6,+91-894728082
403,Wok House,12.975194,77.591553,South Indian,3.3,8,+91-846406303
404,Royal Plate,12.984006,77.603591,Healthy Bowls,3.7,6,+91-743775489
405,Urban Bites,12.985694,77.601022,Chinese,3.0,10,+91-923949034
406,Cloud Box,12.963998,77.583569,Bakery & Desserts,3.3,8,+91-913834774
407,Wok Bowl,12.956725,77.590019,Beverages,4.6,8,+91-733761455
408,Hot Hub,12.974507,77.593209,Healthy Bowls,4.1,12,+91-969305486
409,Tandoor Corner,12.965452,77.591791,North Indian,,20,+91-711116303
410,Daily Cafe,12.977609,77.594342,Fast Food,,10,+91-760149632
411,Madras Junction,12.961634,77.606829,Italian,4.3,10,
412,Daily Box,12.97561,77.595132,Healthy Bowls,4.2,8,+91-919189076
413,Cloud Cafe,12.961437,77.587867,Healthy Bowls,4.3,150,+91-934956121
414,Tandoor Plate,12.986715,77.587628,Beverages,3.3,0,+91-851819114
415,Royal Cafe,12.980743,77.594549,North Indian,4.6,6,
416,Garden Corner,12.970645,77.58475,Bakery & Desserts,3.1,20,+91-914497675
417,Urban Diner,12.961974,77.60213,Italian,4.2,8,+91-783763371
418,Cloud Corner,12.97227,77.586706,Italian,2.9,15,+91-812022353
419,Urban Junction,12.960956,77.587435,Italian,,4,+91-959848284
420,Bombay House,12.980266,77.586559,Healthy Bowls,4.8,20,+91-781988124
421,Curry Bowl,12.980927,77.582626,Continental,4.4,20,
422,Green Box,12.967689,77.601781,North Indian,3.7,8,+91-756662763
423,Garden Eats,12.965958,77.593589,Healthy Bowls,4.0,4,+91-759273033
424,Namma Junction,12.970131,77.603429,Chinese,4.1,8,+91-782337519
425,Cloud Cafe,12.98181,77.584676,Continental,3.4,10,+91-915875684
426,Garden Kitchen,12.982326,77.582753,Italian,3.2,4,+91-793747900
427,Royal Bites,12.978042,77.58679,Healthy Bowls,2.8,6,+91-895753950
428,Wok Junction,12.957542,77.596457,Biryani,2.9,12,
429,Namma House,12.965325,77.608827,South Indian,3.9,6,+91-984950330
430,Urban Bistro,12.979574,77.591886,Healthy Bowls,3.8,15,+91-763896091
431,Namma Treats,12.97175,77.599641,Beverages,4.7,12,+91-767792552
432,Curry Treats,12.982037,77.58895,Continental,4.4,15,+91-810026256
433,Fresh Kitchen,12.978842,77.610055,Continental,4.7,4,+91-947038339
434,Fresh Box,12.985012,77.594961,Healthy Bowls,2.9,8,+91-941271945
435,Fresh Junction,12.9638,77.58821,Healthy Bowls,4.3,15,+91-787340611
436,Cloud Corner,12.981824,77.581652,North Indian,4.0,4,+91-865904597
437,Daily Bites,12.985368,77.582457,Healthy Bowls,4.1,15,
438,Namma Plate,12.972878,77.583387,Italian,4.2,10,+91-939807828
439,Tandoor Express,12.969422,77.603764,Biryani,4.0,4,+91-827498659
440,Curry Cafe,12.979985,77.59399,Bakery & Desserts,3.2,12,+91-867722445
441,Urban House,12.965949,77.608172,Bakery & Desserts,3.5,8,+91-956938140
442,Bombay Treats,12.975319,77.610285,Chinese,4.7,6,+91-925082279
443,Fresh Box,12.979267,77.586378,Chinese,4.5,4,+91-813053200
444,Curry Bites,12.96622,77.60228,Continental,3.3,10,+91-712468064
445,Namma Kitchen,12.967651,77.607593,Fast Food,3.4,20,+91-918938604
446,Garden Box,12.968037,77.587282,Biryani,2.8,20,+91-723368583
447,Fresh Diner,12.984524,77.594109,South Indian,3.9,10,
448,Bombay Junction,12.985113,77.588358,Chinese,,15,+91-747027755
449,Wok Junction,12.981581,77.598625,North Indian,4.8,6,+91-961298971
450,Garden Hub,12.972263,77.600296,Italian,4.0,10,+91-727686156
451,Namma Hub,12.962216,77.583034,Italian,3.4,15,+91-998077934
452,Royal House,12.985457,77.607948,Continental,4.3,6,+91-865571528
453,Hot Box,12.986358,77.588307,Fast Food,3.2,6,+91-891282861
454,Curry Bites,12.973745,77.585989,North Indian,4.2,10,+91-760191981
455,Bombay Express,12.961487,77.590999,Chinese,2.9,20,+91-937223861
456,Wok Cafe,12.979849,77.580716,Healthy Bowls,3.5,10,+91-761052956
457,Hot Treats,12.978646,77.591213,Healthy Bowls,4.1,15,+91-942980201
458,Hot Kitchen,12.972198,77.59126,Continental,4.4,4,+91-871920968
459,Wok Kitchen,12.960928,77.588021,Continental,3.8,15,
460,Hot Diner,12.980519,77.608611,Chinese,3.5,4,+91-971026547
461,Cloud Box,12.958486,77.58897,Chinese,3.1,4,
462,Namma Treats,12.978233,77.60186,Chinese,3.6,20,+91-931759927
463,Hot Kitchen,12.983402,77.584324,Bakery & Desserts,4.3,10,+91-910474177
464,Bombay Cafe,12.975522,77.5867,Beverages,2.8,10,+91-869307507
465,Curry Box,12.958141,77.597803,Continental,4.1,20,
466,Garden Kitchen,12.976505,77.579775,Healthy Bowls,3.4,4,+91-748168910
467,Fresh Treats,12.975155,77.600728,Continental,3.8,12,+91-859468550
468,Daily Junction,12.984321,77.604848,Continental,,10,+91-765533646
469,Fresh Kitchen,12.972389,77.600867,South Indian,4.9,12,+91-748545627
470,Green Diner,12.969266,77.60573,Healthy Bowls,3.5,6,+91-876102828
471,Curry Plate,12.981455,77.606877,Fast Food,2.8,4,+91-992585240
472,Royal Bowl,12.987568,77.591849,Continental,3.2,15,+91-850303435
473,Spice House,12.971814,77.588966,Biryani,4.3,12,+91-874304823
474,Cloud Express,12.984917,77.604112,Beverages,3.8,20,+91-817519183
475,Hot Hub,12.982323,77.588179,Biryani,2.8,12,+91-818886963
476,Spice Bowl,12.986628,77.587575,Bakery & Desserts,4.6,12,
477,Garden Bowl,12.980635,77.588465,North Indian,3.0,6,+91-750576475
478,Spice Bistro,12.9612,77.590575,Italian,3.7,4,+91-874890505
479,Daily Bowl,12.979038,77.595356,Chinese,3.0,12,+91-862021209
480,Spice Corner,12.978438,77.595315,North Indian,4.0,4,
481,Spice Treats,12.980118,77.602458,Fast Food,3.2,6,+91-825790828
482,Urban Kitchen,12.964325,77.58364,Healthy Bowls,3.0,12,
483,Curry Express,12.978139,77.587665,South Indian,4.7,12,+91-716772091
484,Madras Junction,12.95899,77.580322,Chinese,4.7,15,+91-854604858
485,Cloud Bistro,12.981758,77.601413,Continental,,20,
486,Urban Cafe,12.981275,77.600955,Fast Food,4.3,10,
487,Royal Junction,12.984262,77.586858,Chinese,4.2,20,+91-973798298
488,Garden Express,12.959212,77.593917,Fast Food,4.1,6,+91-953737494
489,Green Diner,12.973397,77.58087,Beverages,3.7,12,+91-955729880
490,Madras Bistro,12.962264,77.60081,Bakery & Desserts,3.5,15,
491,Bombay House,12.985388,77.596974,Healthy Bowls,3.5,4,+91-990296988
492,Daily Eats,12.95908,77.60465,Bakery & Desserts,4.2,4,+91-710024741
493,Bombay Diner,12.979826,77.599748,Fast Food,4.0,6,+91-750876026
494,Hot Box,12.984992,77.608574,Biryani,4.0,12,
495,Namma Kitchen,12.965014,77.590415,North Indian,4.5,8,
496,Cloud Bowl,12.969415,77.597485,Bakery & Desserts,3.7,6,+91-858357021
497,Garden Hub,12.982479,77.583537,Chinese,3.0,4,+91-921363335
498,Garden Cafe,12.959991,77.60439,Healthy Bowls,4.1,10,+91-840298433
499,Fresh Cafe,12.961545,77.597946,Italian,3.4,12,
500,Fresh Cafe,12.971065,77.590395,South Indian,4.3,20,+91-980243759
501,Bombay Hub,12.984077,77.58143,South Indian,3.9,12,+91-972930506
502,Fresh Plate,12.970129,77.607594,Biryani,4.8,20,+91-750811697
503,Spice Hub,12.978863,77.596639,Beverages,4.0,15,+91-875063411
504,Garden Bistro,12.95824,77.594779,Fast Food,4.1,150,+91-730285078
505,Tandoor Corner,12.976693,77.590433,Italian,4.5,20,+91-730689702
506,Madras Bistro,12.982404,77.602688,Bakery & Desserts,3.7,15,+91-996202825
507,Spice Express,12.964061,77.604825,Beverages,3.4,15,+91-762354374
508,Garden Junction,12.970787,77.583245,North Indian,4.5,10,+91-923068017
509,Garden Junction,12.984967,77.598998,Healthy Bowls,4.6,8,+91-762499769
510,Curry Plate,12.970355,77.600209,Healthy Bowls,3.9,15,+91-711137651
511,Urban Diner,12.982214,77.578983,South Indian,3.5,15,
512,Cloud Box,12.958542,77.608632,Italian,4.1,15,+91-898099795
513,Daily Express,12.980043,77.599333,South Indian,3.3,10,+91-867308741
514,Daily Bowl,12.977751,77.599963,Fast Food,3.0,20,+91-845522715
515,Wok Bites,12.961294,77.580821,Healthy Bowls,4.2,4,+91-724260594
516,Urban Kitchen,12.984803,77.601493,South Indian,,15,+91-997626101
517,Cloud Junction,12.976091,77.608453,Fast Food,3.5,10,+91-874174787
518,Daily Bistro,12.969554,77.60561,South Indian,2.8,15,+91-854753520
519,Cloud Hub,12.977419,77.59142,South Indian,4.6,8,+91-737262368
520,Madras Hub,12.961252,77.579859,Italian,3.6,4,
521,Tandoor Kitchen,12.975849,77.60213,Italian,,12,+91-751302939
522,Daily Cafe,12.97159,77.609479,North Indian,,4,+91-997758252
523,Cloud Eats,12.976954,77.593268,Continental,4.0,4,+91-892996496
524,Tandoor Kitchen,12.957066,77.601041,Chinese,4.7,20,+91-718584245
525,Bombay Treats,12.98177,77.582003,Healthy Bowls,4.5,10,+91-853518077
526,Namma Express,12.959466,77.600491,Biryani,4.5,20,
527,Tandoor Plate,12.964365,77.602842,Biryani,3.7,12,+91-760483455
528,Bombay House,12.980485,77.5791,North Indian,,4,+91-773889312
529,Cloud Corner,12.977755,77.585197,Continental,3.3,6,+91-892147935
530,Daily Corner,12.98601,77.59867,Biryani,4.0,6,
531,Namma Diner,12.967181,77.602956,Italian,4.1,6,+91-773674613
532,Wok Kitchen,12.97152,77.583712,North Indian,3.4,10,+91-815813974
533,Namma Express,12.958941,77.580279,Chinese,3.8,4,+91-753751263
534,Wok Bowl,12.96901,77.602507,Italian,3.5,4,+91-919868991
535,Wok Junction,12.970672,77.594101,Chinese,4.1,6,+91-758129159
536,Tandoor Kitchen,12.986818,77.585071,Healthy Bowls,,6,+91-839508245
537,Daily Bistro,12.983965,77.597916,Healthy Bowls,4.0,12,+91-839050434
538,Green Kitchen,12.974531,77.605384,Bakery & Desserts,3.3,8,+91-987000815
539,Spice Kitchen,12.984344,77.591969,Beverages,3.9,10,+91-970725652
540,Daily Kitchen,12.971449,77.581259,Bakery & Desserts,3.1,8,
541,Bombay Eats,12.977009,77.583778,Healthy Bowls,2.9,10,+91-959716992
542,Spice Eats,12.975658,77.601125,South Indian,4.3,12,+91-782804407
543,Cloud House,12.974007,77.585229,Healthy Bowls,4.3,4,+91-924893677
544,Spice Bowl,12.967855,77.593491,Biryani,4.0,4,
545,Cloud Cafe,12.966318,77.595868,Healthy Bowls,4.3,20,+91-877587480
546,Urban Bowl,12.977367,77.587469,Biryani,3.9,20,+91-749227057
547,Cloud Plate,12.970063,77.590381,South Indian,4.7,4,+91-924678711
548,Tandoor Cafe,12.960873,77.582185,Chinese,3.9,0,+91-782670169
549,Madras Cafe,12.985415,77.593765,North Indian,2.9,20,+91-865256328
550,Daily Bowl,12.974119,77.599584,Beverages,4.3,20,+91-833050166
551,Royal Corner,12.980857,77.585857,North Indian,3.4,6,+91-933536332
552,Cloud Bistro,12.982459,77.600771,Chinese,3.0,8,+91-985495759
553,Royal Express,12.978228,77.599898,Biryani,4.8,12,+91-829513094
554,Tandoor Kitchen,12.985929,77.60829,Continental,3.5,15,+91-799508156
555,Wok Box,12.960307,77.596687,Beverages,3.0,10,+91-813328008
556,Bombay Bowl,12.968452,77.605508,South Indian,4.1,6,+91-836268513
557,Bombay Hub,12.956322,77.595829,South Indian,3.6,10,+91-758461306
558,Madras Bowl,12.968322,77.601511,Bakery & Desserts,3.4,8,+91-969622247
559,Bombay Corner,12.979329,77.5919,Chinese,4.8,10,+91-721553190
560,Garden Diner,12.960196,77.588303,Biryani,,12,+91-865635129
561,Fresh Bistro,12.961197,77.593388,Chinese,4.5,8,+91-750790697
562,Curry Kitchen,12.971411,77.602275,North Indian,3.4,15,+91-865989834
563,Cloud Bites,12.96134,77.607617,North Indian,3.4,4,+91-844616300
564,Hot Eats,12.975696,77.593833,South Indian,4.3,4,
565,Tandoor Bowl,12.96583,77.606706,Chinese,,8,+91-849146492
566,Namma Bites,12.972548,77.608562,Chinese,4.1,6,+91-750409241
567,Royal House,12.964287,77.600935,Continental,4.5,4,+91-855676049
568,Curry Express,12.985069,77.583817,Continental,3.2,12,+91-783969111
569,Madras Cafe,12.978072,77.604283,South Indian,3.1,4,+91-890215042
570,Tandoor Plate,12.97234,77.609644,Fast Food,,20,+91-740410305
571,Urban Junction,12.965438,77.585315,South Indian,,20,+91-998555359
572,Urban Box,12.972031,77.580496,Fast Food,,8,+91-737568480
573,Cloud Bowl,12.974403,77.585001,North Indian,4.6,8,+91-792269619
574,Urban Eats,12.963338,77.596848,Healthy Bowls,3.9,15,+91-710581018
575,Curry Box,12.986755,77.581758,Continental,3.8,15,+91-957623448
576,Namma Bites,12.987002,77.592171,Bakery & Desserts,4.9,4,+91-848691113
577,Royal Cafe,12.973428,77.579899,South Indian,3.8,15,+91-764664494
578,Curry Eats,12.964899,77.605972,South Indian,4.5,200,+91-868795196
579,Urban Express,12.972325,77.600249,Bakery & Desserts,4.0,4,+91-836720922
580,Madras House,12.966436,77.597639,Italian,4.3,8,+91-763718703
581,Madras Cafe,12.966995,77.599934,Continental,4.4,4,+91-913989423
582,Urban Cafe,12.958787,77.580291,North Indian,3.6,15,+91-998728736
583,Daily Cafe,12.979652,77.603162,Italian,3.8,12,+91-712371679
584,Madras Box,12.986083,77.579611,South Indian,3.5,10,+91-750673953
585,Madras Express,12.98391,77.583853,Fast Food,3.8,4,+91-786800757
586,Tandoor Diner,12.970634,77.596592,North Indian,3.8,10,+91-818244186
587,Garden Bowl,12.956501,77.580044,Biryani,4.0,20,
588,Royal Kitchen,12.966645,77.590036,Italian,4.2,12,+91-955311134
589,Spice Cafe,12.961033,77.595829,Bakery & Desserts,4.7,0,+91-952481834
590,Fresh House,12.967688,77.59109,Beverages,4.2,8,+91-992520800
591,Curry Cafe,12.965185,77.609622,South Indian,3.9,8,+91-993828673
592,Garden Treats,12.979372,77.581543,South Indian,3.4,12,+91-997447790
593,Green Junction,12.98196,77.594748,Continental,3.7,8,+91-912496895
594,Tandoor Treats,12.975691,77.595119,Beverages,4.8,15,+91-768213514
595,Spice Diner,12.985508,77.601852,Italian,3.1,6,+91-852768905
596,Cloud Bites,12.983126,77.607756,Bakery & Desserts,3.4,6,+91-930127592
597,Garden Corner,12.961741,77.586459,Beverages,4.9,10,+91-913911355
598,Cloud Diner,12.963869,77.604313,Chinese,2.9,150,+91-818533790
599,Royal Hub,12.984418,77.591624,South Indian,4.6,20,+91-980055957
600,Daily Box,12.976855,77.597173,Continental,4.7,6,+91-762338292
601,Wok Junction,12.981387,77.602407,Italian,3.2,8,+91-881601127
602,Royal Diner,12.967591,77.608959,Bakery & Desserts,3.3,8,+91-759357131
603,Wok Treats,12.981884,77.579274,North Indian,4.2,4,+91-761632246
604,Royal Box,12.965497,77.609271,South Indian,3.3,10,+91-850384524
605,Curry Corner,12.958488,77.604927,Italian,3.1,10,+91-814547522
606,Daily Cafe,12.964369,77.581163,Beverages,4.7,8,+91-945026810
607,Fresh Plate,12.971803,77.589859,Continental,3.8,4,+91-896046825
608,Cloud Corner,12.959955,77.591421,Biryani,3.0,6,+91-989727494
609,Royal Cafe,12.977544,77.603965,Beverages,3.1,6,+91-921327835
610,Wok Junction,12.968864,77.58442,Healthy Bowls,4.8,12,+91-836610839
611,Spice Junction,12.963977,77.605859,Healthy Bowls,3.3,4,+91-980576741
612,Bombay Eats,12.969525,77.60804,Beverages,4.3,6,+91-776326127
613,Curry Treats,12.967826,77.592402,Italian,3.4,15,+91-948949039
614,Bombay Box,12.986836,77.586136,Italian,4.2,10,+91-763358890
615,Hot Junction,12.977579,77.601427,Healthy Bowls,3.0,4,+91-891386202
616,Fresh Plate,12.985658,77.609551,North Indian,,12,+91-827748717
617,Fresh Express,12.986578,77.596506,Fast Food,3.8,8,+91-768106835
618,Spice Express,12.960137,77.582339,Beverages,4.6,15,+91-892266282
619,Namma Bowl,12.982147,77.608255,Bakery & Desserts,3.5,10,+91-795450010
620,Tandoor Kitchen,12.981143,77.580303,Italian,3.8,6,+91-815474970
621,Namma Cafe,12.969729,77.610242,Beverages,4.6,20,+91-834247098
622,Garden Corner,12.982319,77.602598,Healthy Bowls,4.0,150,+91-943038691
623,Wok Bowl,12.980184,77.600261,North Indian,4.9,4,+91-830639394
624,Hot Hub,12.956524,77.593327,Beverages,4.8,12,
625,Hot Plate,12.975516,77.593099,Healthy Bowls,4.6,20,
626,Madras House,12.957863,77.609061,Bakery & Desserts,3.3,20,+91-962143976
627,Daily Hub,12.980544,77.587718,Chinese,3.8,10,+91-727620998
628,Royal Diner,12.967089,77.581676,Italian,4.7,10,
629,Tandoor Junction,12.969121,77.590384,Bakery & Desserts,3.9,10,+91-880770150
630,Green Cafe,12.975746,77.59539,Bakery & Desserts,,20,
631,Namma Junction,12.984493,77.605529,Fast Food,4.0,4,+91-898698490
632,Royal Corner,12.97865,77.60461,Healthy Bowls,3.9,4,+91-816074522
633,Green Bowl,12.958265,77.606656,Healthy Bowls,4.4,10,+91-938329117
634,Fresh Corner,12.961523,77.602505,South Indian,2.8,10,+91-764370473
635,Fresh Plate,12.983401,77.609506,Beverages,4.5,12,+91-850621889
636,Curry House,12.958404,77.582924,North Indian,3.2,4,+91-894028236
637,Urban Corner,12.983062,77.595835,Beverages,3.7,4,+91-873282209
638,Curry Bites,12.956228,77.592985,Fast Food,4.6,4,+91-865792417
639,Fresh Plate,12.982756,77.602187,Continental,2.9,10,+91-775485030
640,Spice Junction,12.963021,77.580543,Healthy Bowls,2.9,15,+91-756541891
641,Tandoor Corner,12.969946,77.592559,Italian,3.7,12,+91-798175428
642,Hot Plate,12.970591,77.606862,Bakery & Desserts,4.5,15,+91-993462271
643,Urban Hub,12.962231,77.600702,Beverages,3.2,12,+91-850755467
644,Spice Bowl,12.963111,77.596419,Fast Food,3.1,20,+91-867796900
645,Namma Bites,12.959247,77.585854,Beverages,3.5,8,+91-979174131
646,Spice Box,12.974937,77.581933,Beverages,4.8,20,+91-985493830
647,Cloud House,12.956943,77.581973,Italian,3.1,8,+91-930709222
648,Tandoor House,12.976307,77.589307,Italian,3.7,0,+91-855811204
649,Green Bowl,12.964776,77.58408,Bakery & Desserts,4.2,6,+91-967555628
650,Bombay Eats,12.968829,77.591698,Continental,3.6,4,+91-719339029
651,Daily Express,12.958313,77.588674,Bakery & Desserts,,20,+91-717759103
652,Daily Hub,12.986887,77.609962,Continental,3.7,15,+91-856192019
653,Namma Treats,12.955853,77.587553,Chinese,3.7,6,+91-856338752
654,Madras Bistro,12.984006,77.60361,Italian,3.0,12,+91-979856260
655,Urban Diner,12.987342,77.587686,Continental,3.5,15,+91-744720808
656,Hot Junction,12.963323,77.603373,Continental,2.9,8,
657,Bombay Corner,12.97981,77.608723,Healthy Bowls,3.8,6,+91-799324655
658,Royal Corner,12.972665,77.597658,Fast Food,4.5,12,+91-924123318
659,Garden Bistro,12.966091,77.597236,Biryani,3.1,10,
660,Bombay House,12.984032,77.59384,Biryani,3.6,12,+91-895424369
661,Wok Cafe,12.96915,77.592683,Bakery & Desserts,3.1,6,+91-781020117
662,Bombay Kitchen,12.959378,77.585405,Chinese,3.6,4,
663,Tandoor House,12.973896,77.579889,Biryani,3.6,8,
664,Wok Corner,12.974468,77.580157,Fast Food,4.5,0,+91-915997180
665,Fresh Cafe,12.968962,77.596938,Biryani,3.8,15,
666,Cloud Cafe,12.975967,77.602974,Chinese,3.5,20,+91-855499525
667,Wok Cafe,12.972912,77.609259,Fast Food,4.6,0,+91-751452887
668,Namma House,12.973553,77.582561,Italian,3.9,20,+91-877463037
669,Wok Diner,12.9843,77.582449,Chinese,3.4,6,+91-821361254
670,Madras Treats,12.981421,77.598019,North Indian,4.8,8,+91-861272646
671,Urban Diner,12.96383,77.582269,Chinese,3.2,20,+91-917907267
672,Spice Plate,12.975263,77.589009,North Indian,3.0,6,+91-916962963
673,Fresh Bites,12.962082,77.602668,Beverages,3.9,4,+91-974984400
674,Wok Box,12.956525,77.598873,North Indian,4.8,15,+91-950884443
675,Garden Hub,12.973784,77.592871,Continental,4.8,8,+91-884511273
676,Bombay Eats,12.970056,77.578632,Healthy Bowls,4.8,4,+91-861023340
677,Curry Treats,12.987576,77.605558,Continental,3.1,12,+91-928743541
678,Wok Junction,12.978802,77.610562,Italian,4.8,8,+91-770762792
679,Royal Bowl,12.964336,77.599793,Italian,4.1,4,+91-773958633
680,Tandoor Junction,12.955737,77.578907,Continental,4.3,20,+91-720404976
